Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:50:55,1,1,TRACE11,347.585,272.785,-22.235,-,16.8799,16.5312,16.4792,16.6880,,36.6392,35.2819,36.0739,36.2225,,38.7366,37.6564,38.4604,38.4995,,41.1545,40.4633,41.1395,41.0938,,,66.1221,63.5021,64.8244,,,63.9861,61.0489,62.6259,,,61.4345,58.2339,60.1238,,0.3536,0.3466,0.4134,0.4184,,0.4414,0.4302,0.5177,0.5144,,3.2894,3.0389,3.4246,3.3754,,1.5611,1.5710,1.7422,1.5967,,1.7283,1.4679,1.6824,1.7788,,2.8517,2.6859,3.0854,3.0707,,0.9228,0.6732,0.7285,0.7555,0.6806,1.1946,0.8457,0.9208,0.9430,0.8535,8.8546,6.5146,7.3683,6.6926,5.7071,4.4467,2.9808,3.8126,3.1533,2.6409,4.4079,3.5337,3.5557,3.5393,3.0661,7.6983,5.8195,6.3013,5.9804,5.3257,38.8968,37.8726,38.6067,38.6582,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:51:17,1,1,TRACE12,347.584,272.746,-22.235,-,16.7775,16.3812,16.3917,16.7261,16.5385,36.5634,35.1383,35.8361,36.0478,,38.6221,37.5178,38.2571,38.4332,42.3041,41.0128,40.2743,40.9314,40.9453,45.6817,,66.1281,63.6746,65.0973,63.7342,,63.9718,61.2555,62.8309,61.3685,,61.4601,58.4751,60.3476,58.6215,0.3768,0.3570,0.4088,0.4584,0.6943,0.4702,0.4424,0.5194,0.5690,0.8457,3.2963,3.2515,3.6273,4.0267,3.6226,1.5042,1.5250,1.8308,2.1482,2.0065,1.7921,1.7265,1.7964,1.8785,1.6160,2.9797,2.8837,3.2878,3.3898,3.6226,0.6776,0.6857,0.7368,0.7389,0.6972,0.8605,0.8574,0.9178,0.9262,0.8706,6.3588,6.7544,6.4648,6.2738,6.0485,2.7395,3.3766,3.0425,2.9196,2.9509,3.6193,3.3778,3.4223,3.3542,3.0976,5.4968,5.4854,5.8799,5.6543,5.3946,38.7881,37.7063,38.3837,38.4965,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:51:38,1,1,TRACE13,353.090,262.431,-22.227,-,16.7718,16.1636,16.1063,16.7077,,45.0012,42.6716,43.3718,45.4586,,46.7441,44.4606,45.0885,47.1848,,48.7427,46.2243,46.9265,49.1658,,,81.3932,81.9656,80.1577,,,79.6207,80.2319,78.3760,,,77.7680,78.4639,76.4972,37.0593,0.4211,0.3923,0.4150,0.3848,,0.5270,0.4875,0.5157,0.4738,,3.4011,3.3116,3.4734,3.0576,,1.6018,1.6851,1.7337,1.5937,,1.7993,1.6264,1.7398,1.4639,,3.2299,3.0763,3.1666,2.8397,,1.1008,0.7404,0.7043,0.7041,0.7025,1.4346,0.9179,0.8835,0.8857,0.8821,9.8647,5.7141,5.5737,5.6959,5.5066,4.9960,2.8391,2.7830,2.8248,2.6542,4.8686,2.8749,2.7907,2.8711,2.8523,9.0439,5.6295,5.4567,5.5915,5.3022,46.8720,44.4480,45.1491,47.3122,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:51:59,1,1,TRACE14,354.464,259.621,-22.231,-,15.9551,16.5459,16.5396,16.1826,,54.3921,54.1889,55.3984,54.9359,,56.2393,55.9282,57.2202,56.9826,,58.6306,58.1984,59.8622,60.3823,,,95.8896,95.3829,96.2896,,,94.1362,93.6338,94.3448,,,91.6872,91.3821,91.3558,,0.3954,0.3997,0.4063,0.3874,,0.4927,0.4955,0.5073,0.4834,,3.1920,3.5494,3.4420,3.4124,,1.5239,1.7301,1.5497,1.5641,,1.6681,1.8193,1.8924,1.8483,,2.9461,3.0417,3.0853,3.0852,,0.8123,0.6141,0.7981,1.0938,1.7287,1.0669,0.8062,1.0506,1.5105,2.2605,9.2720,7.9660,8.9907,14.9463,18.1328,4.8979,4.0680,5.0641,7.5502,10.7467,4.3742,3.8980,3.9266,7.3961,7.3861,8.1767,6.7329,8.2388,13.5226,14.9222,56.5114,56.1936,57.6303,57.6591,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:52:21,1,1,TRACE15,351.180,259.933,-22.234,-,16.7425,16.6255,16.7162,16.6661,,57.1643,54.9283,55.5170,55.3037,,59.0260,56.8696,57.5382,57.2536,,61.5938,59.5332,60.8183,60.4048,,,95.0271,95.0580,93.2681,,,93.0998,93.0869,91.2570,,,90.4089,90.1955,88.0113,,0.4351,0.4181,0.3988,0.4462,,0.5389,0.5248,0.5032,0.5623,,4.3989,3.9915,3.8405,4.1934,,2.2642,1.9926,1.7819,2.0330,,2.1346,1.9989,2.0585,2.1604,,3.3445,3.2975,3.2932,3.5785,,0.8746,0.7346,0.6630,1.1675,1.6078,1.1815,0.9368,0.8666,1.5689,2.1254,9.9692,8.9281,8.1518,13.0324,16.1585,5.2064,5.1660,4.3910,7.8380,9.9052,4.7627,3.7621,3.7608,5.1944,6.2533,8.7322,7.2159,6.8507,11.5033,14.3498,59.3791,57.2308,58.1676,57.8543,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:52:42,1,1,TRACE16,347.530,259.424,-22.234,-,16.7803,16.4337,16.0459,16.4895,,57.9850,58.9342,56.7900,57.1761,,59.9083,60.9428,58.8219,59.1250,,62.2921,63.6227,61.4346,61.9615,,,93.7670,92.0993,93.5365,,,91.7284,90.1600,91.5027,,,89.0189,87.6880,88.9492,,0.4270,0.4663,0.3923,0.4088,,0.5311,0.5824,0.4893,0.5111,,3.8840,3.8725,3.8721,3.6494,,1.9952,1.9706,1.9552,1.6456,,1.8887,1.9019,1.9169,2.0039,,3.3098,3.4214,3.2456,3.2435,,0.9161,0.6217,0.7589,1.0315,1.2481,1.1867,0.8169,0.9842,1.3913,1.6610,8.4603,6.9557,7.0643,11.0216,12.9777,4.3128,3.4535,3.6868,5.4554,7.2445,4.1475,3.5022,3.3774,5.5662,5.7332,7.5484,6.8540,6.7286,10.2805,11.4911,60.1385,61.2785,59.1123,59.5688,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:53:14,1,2,TRACE1,505.843,167.484,-22.234,-,16.4133,16.6841,16.7050,16.2789,,34.2302,35.3241,35.1074,34.5303,,37.5822,38.4127,38.2814,37.9984,,41.2451,42.0139,41.7722,41.7778,,,51.5631,51.6626,52.7564,,,48.2776,48.5205,49.3905,,,44.5222,45.1147,45.8211,,0.4367,0.4801,0.4146,0.5184,,0.5421,0.6023,0.5129,0.6479,,3.3409,3.6847,3.3713,4.2129,,1.6201,1.8430,1.7162,2.2313,,1.7208,1.8417,1.6552,1.9816,,3.1837,3.4644,3.0221,3.8210,,0.8959,0.8227,0.8016,0.8455,0.7855,1.1342,1.0228,1.0095,1.0508,1.0051,7.4216,6.5245,7.4135,6.6529,7.5943,3.0645,3.1318,3.7614,3.2594,3.6957,4.3572,3.3927,3.6521,3.3935,3.8986,6.5977,6.0242,6.2597,5.8840,6.4671,37.7376,38.6690,38.4398,38.1541,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:53:35,1,2,TRACE2,505.735,164.339,-22.233,-,16.4115,16.8037,16.9849,16.7696,,39.3602,39.6220,39.3069,37.9621,,41.9115,42.2875,41.8981,40.7544,,44.8082,44.9646,44.6418,43.4498,,,60.4540,61.0503,61.7290,,,57.8169,58.5169,59.0465,,,54.9045,55.9216,56.2668,,0.4039,0.4102,0.3785,0.4141,,0.5045,0.5062,0.4722,0.5157,,3.2968,3.4800,3.2254,3.4082,,1.6591,1.8067,1.5025,1.6778,,1.6377,1.6733,1.7229,1.7304,,3.0841,3.0208,2.9258,3.0116,,0.7452,0.6592,0.7761,0.7600,0.8155,0.9596,0.8317,0.9714,0.9534,1.0266,6.8008,6.4686,6.6260,6.5174,6.7668,3.0667,3.1078,3.2923,3.1442,3.2492,3.7341,3.3608,3.3337,3.3732,3.5176,6.1553,5.4447,6.2114,6.0591,6.1916,42.0842,42.2933,41.9743,40.7059,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:53:56,1,2,TRACE3,511.789,164.730,-22.234,-,16.7844,16.8395,16.9244,16.7845,,39.1892,41.1050,38.4477,38.7462,,41.9015,43.7683,41.1481,41.2512,,44.6969,46.3720,43.8145,44.1370,,,59.9633,60.3740,60.8120,,,57.3355,57.6673,58.2836,,,54.5947,55.0137,55.7424,,0.4118,0.3597,0.4402,0.4005,,0.5124,0.4482,0.5498,0.5004,,3.6039,3.5282,3.6596,3.6579,,1.8473,1.6033,1.8187,1.7562,,1.7565,1.9249,1.8409,1.9017,,3.0898,2.9338,3.3149,3.2246,,0.8506,0.7517,0.7676,0.6880,0.8239,1.0669,0.9375,0.9717,0.8664,1.0261,6.9206,6.0950,7.5700,6.2138,6.6367,3.5159,2.8892,3.9351,2.9751,3.1220,3.4047,3.2058,3.6348,3.2387,3.5147,6.1791,5.6686,6.1969,5.6617,6.0312,41.9431,43.7385,41.1311,41.4416,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:54:18,1,2,TRACE4,515.447,164.931,-22.237,-,16.5537,16.4854,16.6252,16.5807,,38.9906,37.6646,39.7431,38.5037,,41.3363,40.2325,42.2227,40.9228,,43.9352,42.7117,44.6067,43.3864,,,61.2693,61.6187,61.2508,,,58.9214,59.0020,58.8279,,,56.4418,56.5930,56.3267,,0.3738,0.3920,0.4190,0.3939,,0.4633,0.4833,0.5229,0.4935,,3.1206,3.3188,3.8861,3.4598,,1.5410,1.5546,2.2008,1.6362,,1.5796,1.7642,1.6853,1.8236,,2.8818,2.9919,3.1919,3.1675,,0.6327,0.8423,0.9175,0.8213,0.7535,0.8083,1.0593,1.1612,1.0299,0.9439,5.8752,6.8937,7.7280,6.5413,6.6902,2.8455,3.2641,3.7034,3.1788,3.1574,3.0297,3.6296,4.0247,3.3625,3.5327,5.4377,6.3851,6.9863,6.1163,5.9787,41.4629,40.1882,42.1749,40.9451,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:54:40,1,2,TRACE5,505.731,154.649,-22.231,-,15.9978,16.4539,16.3296,16.1388,,51.9969,52.0867,53.6277,51.9445,,54.5540,54.7221,56.4807,54.6787,,56.9547,57.4535,58.8737,57.1316,,,73.3701,72.2130,73.0586,,,70.8655,69.0735,70.5244,,,68.2171,66.5712,68.1018,,0.4176,0.4033,0.4189,0.4023,,0.5209,0.5017,0.5178,0.4953,,3.9027,3.5880,3.7027,3.8148,,1.8671,1.6640,1.7836,1.9901,,2.0356,1.9241,1.9191,1.8247,,3.4932,3.2010,3.3565,3.2823,,1.0739,0.7854,0.7471,0.7200,0.7003,1.4071,0.9896,0.9364,0.9030,0.8989,9.1597,6.3454,6.2100,5.9947,6.4703,4.6181,2.9538,3.1291,2.9017,3.2562,4.5416,3.3916,3.0809,3.0931,3.2140,8.2895,6.0118,5.7527,5.5420,5.7027,54.4758,54.7701,56.2507,54.5381,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_3_FR,2016-05-24 13:55:01,1,2,TRACE6,506.098,154.775,-22.230,-,16.2404,18.7745,16.7046,,,52.9386,178.6894,53.9890,,,54.9653,181.5522,57.0077,,,56.1948,184.0609,59.7152,,,,72.8226,68.0591,72.4180,,,,,69.8428,64.4770,67.3289,61.5470,66.7950,,,0.4667,4.1641,0.4512,,,0.5780,5.2647,0.5601,,,3.8240,30.0855,3.5515,,,1.9086,12.9281,1.7364,,,1.9153,17.1574,1.8151,,,3.4949,27.7006,3.3601,,,,,,0.7286,0.7920,,,,0.9108,0.9908,,,,6.3711,7.6531,,,,3.0342,3.7896,,,,3.3369,3.8635,,,,5.7643,6.9798,54.5667,181.3752,56.8521,,,
