Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:17:34,1,1,TRACE1,411.441,275.277,-22.230,-,16.8060,16.5441,16.8124,16.9660,,32.9930,33.2299,32.8806,35.7127,,36.0562,36.3672,35.8172,38.7779,,39.2764,39.9030,39.2150,42.0126,,,53.9410,53.6587,54.1817,,,50.8515,50.6177,51.1096,,,47.3926,47.1260,47.8899,,0.3998,0.3573,0.3534,0.4381,,0.4985,0.4437,0.4454,0.5347,,3.6292,3.3570,3.1857,4.0106,,1.6324,1.6862,1.3745,1.7058,,1.9968,1.6709,1.8112,2.3048,,3.1629,2.7580,2.8121,3.2024,,0.9534,0.7092,0.7545,0.6931,0.7582,1.1583,0.8926,0.9397,0.8715,0.9678,6.8428,6.6708,6.6795,6.0426,6.5024,3.2805,3.0663,3.3371,2.9303,3.1966,3.5623,3.6045,3.3424,3.1122,3.3059,6.1145,5.8216,5.7462,5.6192,5.9135,36.1347,36.5665,36.0478,38.8626,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:17:55,1,1,TRACE2,411.337,272.131,-22.231,-,16.5950,16.5447,16.8489,16.9665,,38.2008,38.1677,38.6009,38.3551,,40.8006,40.7917,41.1190,40.9759,,43.4357,43.4280,43.6672,43.6926,,,61.3751,62.5565,62.5003,,,58.6366,59.9864,59.9961,,,55.9479,57.4634,57.4981,,0.4795,0.4738,0.3690,0.3645,,0.5829,0.5802,0.4607,0.4504,,3.8974,3.6112,3.2336,3.0076,,1.8776,1.8346,1.6442,1.4585,,2.0198,1.7766,1.5895,1.5491,,3.3250,3.2620,2.8353,2.7378,,0.6689,0.7928,0.8461,0.7066,0.8089,0.8531,0.9918,1.0576,0.8923,1.0203,6.1581,6.8020,6.5763,5.8512,6.3899,2.9432,3.3858,2.9303,2.8300,2.9856,3.2149,3.4162,3.6461,3.0212,3.4043,5.3442,6.2238,6.1427,5.5015,5.7870,40.8182,40.7979,41.1341,41.0239,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:18:16,1,1,TRACE3,417.390,272.528,-22.233,-,16.5304,16.5182,16.4694,16.5178,,36.4878,36.3035,35.3762,34.6873,,38.5805,38.6411,37.5441,36.7697,,40.8651,40.9211,39.8010,38.9631,,,62.9868,65.5528,64.3256,,,60.7374,63.3110,62.1849,,,58.4156,61.0722,59.9195,,0.3718,0.4025,0.3725,0.3985,,0.4628,0.4948,0.4619,0.4919,,3.3104,3.5486,3.0931,3.5705,,1.5792,1.5942,1.5216,1.5923,,1.7311,1.9544,1.5715,1.9782,,3.0465,3.0696,2.7618,3.0454,,0.7449,0.7509,0.6971,0.6895,0.7579,0.9501,0.9477,0.8814,0.8597,0.9429,6.3922,6.3657,6.1901,5.7584,6.4427,2.9642,3.0599,3.0115,2.8119,2.7512,3.4281,3.3057,3.1786,2.9465,3.6915,5.7772,6.0904,5.6725,5.4882,5.8111,38.6764,38.6123,37.5886,36.8252,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:18:38,1,1,TRACE4,421.048,272.732,-22.233,-,16.6617,16.5093,16.3289,16.4005,,37.0125,35.5247,36.5767,34.0488,,39.0458,37.3866,38.5267,35.7648,,41.1666,39.3739,40.5521,37.6181,,,64.0523,64.1906,64.8597,,,62.0897,62.3473,63.0242,,,59.9716,60.3421,61.2144,60.6218,0.4246,0.3923,0.4269,0.4104,,0.5217,0.4933,0.5352,0.5085,,3.2642,3.1771,3.4326,3.4407,,1.6533,1.5881,1.7339,1.5966,,1.6108,1.5890,1.6987,1.8442,,3.0706,3.0182,3.1875,3.1128,,0.6267,0.6243,0.7272,0.6686,0.7727,0.8020,0.7869,0.9053,0.8421,0.9655,5.2852,5.2529,5.6949,5.5027,6.4304,2.6055,2.5962,2.6712,2.6607,3.0810,2.6796,2.6567,3.0237,2.8420,3.3494,5.0813,5.0617,5.4637,5.3317,5.9211,39.0895,37.4493,38.5644,35.8335,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:18:59,1,1,TRACE5,411.342,262.441,-22.223,-,16.1808,16.6569,16.6328,16.2920,,47.1225,50.0890,50.5568,47.6038,,49.6732,52.4553,52.7227,50.1769,,51.7514,54.5809,54.7882,52.1893,,,76.7761,73.9464,76.2928,,,74.4539,71.6488,73.9078,,,72.4121,69.5806,71.8344,,0.4049,0.3822,0.4239,0.4552,,0.5031,0.4775,0.5252,0.5585,,3.2440,3.0569,3.2646,3.7628,,1.6444,1.5571,1.6243,1.9560,,1.5997,1.4998,1.6403,1.8068,,3.0629,2.9207,3.1260,3.3368,,1.0008,0.7498,0.6892,0.6639,0.7369,1.2590,0.9282,0.8671,0.8376,0.9134,9.0990,6.4795,5.4799,5.2630,6.0076,4.3329,3.2695,2.7204,2.6340,2.9175,4.7660,3.2101,2.7595,2.6290,3.0901,7.5677,5.8730,5.3021,5.1757,5.4803,49.4370,52.3349,52.6725,49.8966,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:19:20,1,1,TRACE6,411.709,262.568,-22.223,-,15.9090,16.4306,16.7603,16.4387,,49.6423,47.2449,50.0544,50.6183,,51.9879,49.7059,52.3814,52.9706,,54.0136,51.7478,54.4879,55.1606,,,77.1025,76.5914,74.5023,,,74.9212,74.1675,71.9560,,,73.0343,72.0001,69.7710,,0.4264,0.4148,0.4046,0.3655,,0.5279,0.5134,0.5090,0.4491,,3.3653,3.3912,3.3969,2.7529,,1.6500,1.6428,1.6923,1.3797,,1.7153,1.7485,1.7046,1.3733,,3.1996,3.1959,3.1730,2.6733,,1.3903,0.7731,0.7216,0.7453,0.6471,1.7621,0.9562,0.9100,0.9221,0.8215,11.6573,5.8897,5.9380,5.7930,5.3904,6.7506,2.8765,2.8407,2.8738,2.6655,4.9067,3.0132,3.0973,2.9192,2.7249,9.7323,5.5666,5.6405,5.6387,5.1666,51.8279,49.4963,52.2711,52.8895,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:19:42,1,1,TRACE7,417.439,259.797,-22.220,-,16.3863,16.6700,16.8902,16.4125,,57.6800,59.7178,58.1455,57.7449,,59.8900,61.8668,60.3260,59.7957,,62.5082,64.7161,63.2006,62.2771,,,91.7334,91.4450,92.6286,,,89.5987,89.3438,90.4481,,44.0358,86.8458,86.5548,87.6654,,0.4071,0.4027,0.4080,0.4226,,0.5079,0.5019,0.5092,0.5353,,3.7495,3.1441,3.3968,3.4483,,2.0291,1.5749,1.7063,1.7012,,1.7204,1.5692,1.6904,1.7471,,3.1569,3.0354,3.0940,3.2933,,0.6311,0.5700,0.5221,0.5601,0.6255,0.7854,0.7197,0.6631,0.7071,0.7848,5.9057,4.8240,4.5203,5.0128,5.1328,3.0075,2.4215,2.2570,2.5478,2.5917,2.8982,2.4025,2.2633,2.4651,2.5411,5.2006,4.5007,4.3174,4.7535,4.8572,60.0941,62.2169,60.6730,60.0110,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:20:03,1,1,TRACE8,421.105,260.014,-22.224,-,16.6259,16.8357,16.5965,16.3981,,57.8512,56.6994,55.9594,56.7487,,59.8537,58.7188,57.8916,58.7265,,62.5321,61.2706,60.4071,61.2386,,,93.3459,94.8576,93.4251,,,91.3294,92.8840,91.4685,,,88.6821,90.3710,88.9807,,0.3523,0.4362,0.4421,0.4069,,0.4389,0.5407,0.5526,0.5075,,2.8497,3.3954,3.4525,3.0708,,1.3988,1.6974,1.7042,1.5256,,1.4509,1.6980,1.7482,1.5452,,2.7077,3.2420,3.3357,3.0061,,0.6242,0.5923,0.5534,0.5405,0.5515,0.7889,0.7342,0.6911,0.6716,0.6989,5.3875,4.6251,4.3295,4.7529,4.6979,2.6321,2.3097,2.1511,2.3391,2.3222,2.7554,2.3153,2.1785,2.4139,2.3757,5.1006,4.5230,4.2641,4.3628,4.5701,60.1917,58.9850,58.1832,58.9937,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:20:25,1,1,TRACE9,354.417,275.262,-22.230,-,16.3807,16.7341,16.3415,15.9388,,33.0020,32.2906,32.6645,34.2777,,35.4018,34.7964,35.1272,36.7358,,37.9375,37.0952,37.6707,39.6115,,,53.9984,54.8830,54.3828,,,51.5674,52.3611,51.8899,,,49.2233,49.9355,49.2445,,0.3677,0.3740,0.4583,0.4424,,0.4582,0.4695,0.5637,0.5383,,2.9862,3.7709,3.5873,3.2824,,1.4911,1.9699,1.7074,1.6576,,1.4952,1.8010,1.8799,1.6248,,2.7073,3.5009,3.2457,3.0462,,0.7913,0.6259,0.7015,0.7589,0.7638,0.9937,0.7885,0.8813,0.9408,0.9532,6.5683,5.0047,6.0516,6.3621,6.7741,3.0973,2.4866,2.9842,2.9645,3.1884,3.4710,2.5181,3.0674,3.3976,3.5857,5.8083,4.8662,5.5173,5.8632,5.9731,35.4698,34.6929,35.1676,36.9446,,
Eichberger,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_4_FR,2016-05-24 14:20:46,1,1,TRACE10,354.838,271.712,-22.228,-,16.8636,16.9234,17.0093,17.0270,,37.8822,37.8111,36.9364,32.4848,,40.1148,40.0799,39.5067,34.4511,,42.5335,42.4114,42.0496,36.2829,,,61.8959,63.0205,63.9594,,,59.5904,60.8478,61.3285,,,57.3021,58.6325,58.8755,,0.4194,0.4078,0.3902,0.3363,,0.5184,0.5019,0.4945,0.4252,,3.2485,3.0370,3.6962,3.2054,,1.7006,1.4627,1.5716,1.5076,,1.5478,1.5743,2.1247,1.6978,,3.0809,2.9034,3.2373,2.7098,,0.8577,0.6942,0.8593,1.0028,0.9975,1.0651,0.8588,1.0749,1.2495,1.2138,7.0703,5.8778,6.7694,7.8418,7.2875,3.2778,2.9147,3.2918,3.7744,3.6144,3.7925,2.9631,3.4776,4.0674,3.6731,6.3568,5.4429,6.5318,7.2361,6.7396,40.2079,40.1112,39.4930,34.3838,,
