Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:01:07,1,1,TRACE11,348.571,272.782,-22.234,-,16.6636,16.4779,16.5523,16.3508,,37.0109,37.3209,37.3242,36.9453,,39.3293,39.8157,39.7714,39.4521,,41.9855,42.3698,42.3844,42.0197,,,64.6567,62.1051,62.5682,,,62.2271,59.6253,60.1736,,,59.5822,57.0374,57.7523,,0.3939,0.4278,0.4106,0.4297,,0.4856,0.5260,0.5078,0.5303,,3.1767,3.6306,3.5466,3.9561,,1.4492,1.7691,1.5556,1.6821,,1.7275,1.8615,1.9910,2.2740,,2.9262,3.2192,3.1446,3.2167,,0.7087,0.6577,0.6748,0.6578,0.6663,0.8917,0.8320,0.8553,0.8236,0.8439,6.4719,6.3397,6.6520,6.2403,6.4020,3.0654,2.9045,2.9347,2.8612,2.6668,3.4065,3.4352,3.7173,3.3790,3.7352,5.6172,5.3841,5.8399,5.4889,5.5984,39.4982,39.8453,39.8543,39.4825,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:01:28,1,1,TRACE12,348.569,272.743,-22.233,-,16.6064,16.4150,16.5438,16.3378,,36.9257,37.4634,37.2742,37.0624,,39.3840,39.8470,39.7569,39.5693,,42.0867,42.3941,42.3215,42.1009,,,64.6734,62.0079,62.5728,,,62.2506,59.5811,60.1522,,,59.5777,57.0044,57.7457,,0.3858,0.4276,0.4072,0.4218,,0.4758,0.5224,0.5022,0.5237,,3.7743,3.6251,3.6073,3.8640,,1.8764,1.8404,1.7944,1.8332,,1.8980,1.7847,1.8130,2.0308,,2.9419,3.1698,3.0869,3.1940,,0.6840,0.6760,0.6522,0.6498,0.7024,0.8593,0.8611,0.8269,0.8166,0.8708,6.4784,7.3131,6.0584,6.6603,6.0061,3.1341,3.4922,2.5836,3.3836,2.9709,3.3443,3.8209,3.4748,3.2768,3.0352,5.5220,5.9158,5.4418,5.5729,5.4826,39.5062,39.9287,39.7978,39.5816,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:01:50,1,1,TRACE13,354.063,262.416,-22.225,-,15.8337,16.4233,16.5471,16.3644,,,47.1108,48.5502,49.8529,,,49.5326,51.2162,52.3454,,,51.5311,53.3837,54.4775,,77.2361,77.4694,74.9615,,,74.7394,74.9030,72.3783,,,72.6934,72.8663,70.2294,,,0.4510,0.4625,0.4576,0.4067,,0.5611,0.5803,0.5704,0.5081,,3.6960,3.6816,3.4678,3.1384,,1.9321,1.9008,1.6948,1.4894,,1.7638,1.7808,1.7729,1.6490,,3.3534,3.4437,3.3066,3.0694,,0.7067,0.7489,0.7391,0.6862,,0.8853,0.9348,0.9171,0.8588,,6.3934,6.6712,6.0675,5.7131,,2.9916,3.3214,3.0220,2.7538,,3.4018,3.3498,3.0455,2.9593,,5.7679,6.0388,5.6889,5.3088,,,49.3210,50.9669,52.1652,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:02:11,1,1,TRACE14,355.434,259.603,-22.230,-,16.8494,16.4081,16.0386,16.8131,,61.3029,60.8404,60.8496,62.3162,,63.6924,63.1777,63.2889,64.4986,,66.5854,65.6842,65.6824,67.2083,,,89.3111,89.7935,89.2224,,,86.8472,87.4187,86.8500,,,84.1216,84.9628,84.4332,76.4909,0.4128,0.4224,0.4161,0.4249,,0.5137,0.5222,0.5102,0.5218,,3.4271,3.6030,3.3343,3.2049,,1.7273,1.7343,1.6247,1.6034,,1.6998,1.8686,1.7096,1.6014,,3.0956,3.1563,3.0727,3.0376,,1.7152,0.5946,0.7213,0.9923,1.5042,2.2239,0.7638,0.9447,1.3742,2.0682,14.7628,5.5779,7.2603,11.4425,15.2618,7.5972,2.8007,3.6644,5.8862,7.9384,7.1656,2.7771,3.5958,5.5563,7.3234,12.9526,5.2659,6.9066,10.2246,13.9756,63.9441,63.2622,63.2660,64.7623,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:02:32,1,1,TRACE15,352.148,259.919,-22.230,-,16.6031,16.6085,16.3720,16.3264,,61.6118,61.0406,59.4874,62.2229,,63.6671,63.0190,61.5855,64.3401,,66.1129,65.1708,64.1881,66.9603,,,89.8026,89.8443,89.0718,,,87.7743,87.8187,86.9528,,,85.5157,85.5768,84.2859,,0.4026,0.3963,0.4221,0.4151,,0.4956,0.4886,0.5248,0.5124,,3.2745,3.1621,3.5020,3.2366,,1.5372,1.3773,1.6640,1.5596,,1.7373,1.7848,1.8380,1.6770,,2.9049,2.9270,3.1589,3.0243,,0.7753,0.6265,0.8356,0.9169,1.3231,1.0023,0.7922,1.1377,1.2533,1.7650,7.5070,5.5864,10.6804,10.2200,15.0987,3.9165,2.8545,5.6883,5.1211,7.1425,3.5905,2.7318,4.9921,5.0989,7.9562,6.4803,5.4554,9.2081,9.6147,12.5461,63.8623,63.1057,61.8377,64.5916,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:02:53,1,1,TRACE16,348.496,259.416,-22.231,-,16.3088,16.6940,16.7154,16.3731,,62.1901,61.0424,60.5600,60.5329,,64.3851,63.2357,62.7670,62.7145,,66.8106,66.1020,65.3304,65.0967,,,88.1351,90.8520,88.9810,,,85.9725,88.7068,86.7887,,,83.3914,85.8357,84.3697,,0.3777,0.4433,0.3958,0.4783,,0.4693,0.5510,0.4897,0.5896,,3.9680,3.5630,3.4759,3.5774,,1.5314,1.6138,1.6990,1.7032,,2.4365,1.9492,1.7769,1.8742,,3.0538,3.2696,3.0871,3.3816,,0.8642,0.6511,0.7299,0.8547,1.3814,1.1199,0.8327,0.9691,1.1450,1.8891,8.9733,7.1643,8.7041,10.8985,14.4880,5.0705,3.6250,4.3362,6.1842,8.4623,3.9027,3.5394,4.3678,4.7143,6.0257,8.1177,6.3596,7.6866,9.0366,13.1245,64.5003,63.5722,62.9452,62.8148,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:03:25,1,2,TRACE1,506.706,167.260,-22.221,-,16.3846,16.5883,16.6678,16.5991,16.2437,34.3251,33.5122,35.3479,34.1787,,37.2596,36.5812,37.9437,36.9550,,40.4007,39.4768,41.2825,40.6574,,,52.5789,53.0684,52.7643,52.9725,,49.7038,50.0705,50.1069,50.3782,,46.7123,47.0514,46.5435,46.6401,0.3897,0.4437,0.4617,0.3649,1.0926,0.4880,0.5453,0.5658,0.4521,1.3884,3.5389,3.7188,4.0157,2.7995,9.8866,1.6475,1.8339,1.8192,1.2979,4.8114,1.8914,1.8850,2.1965,1.5016,5.0752,2.9745,3.2783,3.3068,2.6714,8.2293,1.3087,0.6944,0.7917,0.8320,0.7525,1.5978,0.8751,0.9862,1.0470,0.9604,9.0191,6.0773,6.1990,7.2564,6.1809,4.6210,2.9424,3.0865,3.5793,2.8153,4.3981,3.1350,3.1124,3.6771,3.3655,7.9370,5.4601,5.8280,6.5821,5.8465,37.3629,36.4945,38.3152,37.4181,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:03:47,1,2,TRACE2,506.594,164.113,-22.220,-,16.2025,16.5419,16.5728,16.4899,,39.8000,39.5342,39.3220,39.4391,,42.4823,42.0905,41.9185,42.3437,,45.2855,45.1441,44.6054,44.9317,,,60.9396,62.5439,60.8656,,,58.3454,59.9917,58.0779,,,55.4339,57.1881,55.4523,,0.4419,0.3939,0.3800,0.3878,,0.5421,0.4942,0.4700,0.4761,,3.7446,3.9000,3.5209,3.1351,,1.8322,1.6658,1.7914,1.5033,,1.9125,2.2341,1.7294,1.6318,,3.3326,3.0570,2.9544,2.8244,,1.3444,0.6932,0.6583,0.7056,0.6680,1.6351,0.8613,0.8524,0.8939,0.8588,10.6424,6.0379,6.6586,6.6267,6.1555,4.6185,2.9166,3.1033,3.2889,2.8071,6.0240,3.1213,3.5553,3.3379,3.3484,8.1268,5.3778,5.9645,5.8561,5.5412,42.5427,42.3391,41.9637,42.1854,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:04:09,1,2,TRACE3,512.650,164.495,-22.221,-,16.6312,16.7051,16.9122,16.6400,16.5820,39.9503,40.1882,40.2424,38.7098,,41.9807,42.4257,42.5737,41.3700,,44.0061,44.9351,44.9729,44.0387,,,60.8142,59.2481,62.0270,60.7948,,58.6243,56.9874,59.5149,58.0162,,56.2645,54.5942,57.0380,54.9527,0.4575,0.4071,0.4648,0.4208,0.4287,0.5653,0.5045,0.5711,0.5201,0.5389,3.9908,3.5379,3.8844,3.7851,3.2209,1.9412,1.7498,1.8681,1.8883,1.5443,2.0496,1.7881,2.0162,1.8968,1.6766,3.4816,3.1802,3.4840,3.2369,2.9819,2.0472,0.7137,0.7198,0.7273,0.7548,2.5580,0.8995,0.8965,0.9075,0.9332,16.6331,5.9683,6.8058,6.5389,6.0566,8.0043,2.7243,3.1321,3.1179,2.9886,8.6288,3.2440,3.6737,3.4211,3.0680,13.5627,5.6264,5.9259,5.6786,5.5779,41.9782,42.5617,42.6077,41.3742,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:04:30,1,2,TRACE4,516.310,164.691,-22.221,-,16.8812,16.4808,16.4253,16.7847,16.7228,38.4352,40.1976,38.5781,39.0415,,40.7231,42.4165,40.8789,41.3550,,43.5207,45.0504,43.5560,43.8889,,,60.2645,61.0921,61.5167,60.3181,,58.0354,58.8162,59.2706,57.9934,,55.5384,56.0598,56.7176,55.5282,0.4651,0.4739,0.4511,0.4578,0.4155,0.5674,0.5915,0.5559,0.5616,0.5110,3.9417,4.0845,3.8187,3.9231,3.2417,2.0122,1.7624,1.6598,1.7805,1.5490,1.9295,2.3221,2.1588,2.1426,1.6927,3.3951,3.6629,3.4122,3.3763,2.9355,1.3029,0.7112,0.7593,0.6151,0.7747,1.5996,0.8960,0.9576,0.7778,0.9681,10.6518,6.5160,6.8949,5.2805,6.0536,5.3541,3.2600,3.4739,2.3642,3.0361,5.2976,3.2561,3.4210,2.9163,3.0175,8.7336,5.7633,6.1280,4.9468,5.7465,40.9779,42.6240,41.0671,41.4652,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:04:52,1,2,TRACE5,506.575,154.419,-22.226,-,16.4555,16.7004,16.7171,16.4454,,,47.2150,49.2019,47.0147,,2.3880,49.3136,51.1673,49.3274,,2.7655,51.4812,53.1915,51.4004,,78.0958,75.8382,78.0873,,,75.8273,73.8190,76.1469,,,73.6276,71.7936,74.0744,,,0.4732,0.4435,0.4690,0.4141,,0.6333,0.5482,0.5785,0.5122,,6.1368,3.3549,3.5031,3.1719,,2.9812,1.6660,1.7564,1.5537,,3.1555,1.6889,1.7468,1.6182,,5.8802,3.2492,3.4231,3.0720,,0.6959,0.7095,0.7125,0.6593,,0.8830,0.8790,0.8941,0.8431,,6.1618,5.9261,6.0379,7.1655,,2.9453,2.8811,2.8961,3.5931,,3.2165,3.0450,3.1418,3.5724,,5.7320,5.5009,5.6683,6.6452,,,49.3481,51.1967,49.2075,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:05:13,1,2,TRACE6,506.943,154.544,-22.226,-,16.0497,16.4609,16.6036,16.6080,,,47.1993,47.2528,49.2939,,,49.7743,49.6529,51.6472,,,52.0859,51.9978,54.1736,,78.1305,77.8555,76.3227,,,75.8132,75.2482,74.0438,,,73.6575,72.8834,71.4812,,,0.3752,0.3882,0.4108,0.3617,,0.4614,0.4809,0.5050,0.4540,,3.1128,3.1147,3.1679,3.0964,,1.6089,1.5355,1.5709,1.5334,,1.5039,1.5792,1.5970,1.5630,,2.8709,2.9362,2.9925,2.8909,,0.7325,0.7192,0.6964,0.7314,,0.9204,0.9083,0.8763,0.8978,,6.1661,5.8449,6.1245,5.7413,,3.0398,2.8379,2.9851,2.8425,,3.1263,3.0070,3.1394,2.8988,,5.6625,5.6209,5.7283,5.3895,,,49.6426,49.6253,51.7337,,
